ticket_id,created_date,category,priority,assigned_team,status,resolution_time_hrs,is_escalated,server_id
TKT-15138,2025-11-08,Network,P4,Team C,Open,66.31,0,Server-D
TKT-15139,2026-01-06,Security,P1,Team B,Open,38.33,1,Server-D
TKT-15140,2026-06-03,Security,P4,Team D,Escalated,26.76,0,Server-C
TKT-15141,2025-10-08,Security,P4,Team C,Open,17.53,0,Server-B
TKT-15142,2025-11-20,Security,P3,Team C,Resolved,14.73,0,Server-C
TKT-15143,2026-05-26,Hardware,P2,Team C,Resolved,40.76,0,Server-D
TKT-15144,2025-07-06,Network,P1,Team D,Resolved,34.46,0,Server-B
TKT-15145,2026-05-01,Software,P3,Team B,Resolved,65.72,0,Server-E
TKT-15146,2025-11-20,Hardware,P2,Team D,Escalated,41.7,0,Server-E
TKT-15147,2026-03-11,Hardware,P1,Team A,Resolved,32.31,0,Server-E
TKT-15148,2025-08-21,Software,P1,Team C,Escalated,54.84,1,Server-D
TKT-15149,2025-08-06,Network,P2,Team A,Open,22.6,0,Server-D
TKT-15150,2025-12-10,Security,P2,Team A,Escalated,33.36,0,Server-D
TKT-15151,2025-11-13,Network,P2,Team A,Escalated,69.84,0,Server-E
TKT-15152,2025-09-19,Network,P4,Team D,Escalated,68.72,1,Server-D
TKT-15153,2025-10-06,Network,P2,Team B,Open,26.19,1,Server-B
TKT-15154,2026-01-08,Hardware,P2,Team B,Open,35.42,0,Server-D
TKT-15155,2025-12-27,Network,P2,Team C,Open,12.57,0,Server-E
TKT-15156,2025-12-10,Hardware,P1,Team A,Escalated,17.55,0,Server-A
TKT-15157,2026-05-31,Network,P4,Team A,Escalated,71.07,0,Server-D
TKT-15158,2025-07-27,Security,P1,Team D,Resolved,58.29,0,Server-C
TKT-15159,2026-02-03,Network,P3,Team D,Open,34.15,0,Server-E
TKT-15160,2026-03-23,Software,P4,Team C,Resolved,15.63,0,Server-D
TKT-15161,2025-12-20,Software,P3,Team D,Resolved,65.97,1,Server-A
TKT-15162,2026-05-26,Security,P3,Team B,Open,26.69,0,Server-B
TKT-15163,2026-03-25,Network,P3,Team B,Open,66.19,0,Server-A
TKT-15164,2025-07-03,Hardware,P3,Team A,Resolved,52.95,0,Server-A
TKT-15165,2026-04-21,Security,P2,Team C,Resolved,36.09,1,Server-B
TKT-15166,2026-01-02,Network,P3,Team B,Open,65.14,0,Server-C
TKT-15167,2026-03-20,Hardware,P1,Team A,Escalated,29.71,0,Server-D
TKT-15168,2025-09-24,Software,P4,Team A,Open,28.87,1,Server-A
TKT-15169,2026-03-16,Security,P4,Team D,Resolved,20.8,0,Server-E
TKT-15170,2025-12-31,Network,P2,Team B,Escalated,57.05,1,Server-D
TKT-15171,2025-12-09,Security,P3,Team A,Escalated,42.14,0,Server-E
TKT-15172,2025-12-14,Software,P3,Team C,Open,21.37,1,Server-E
TKT-15173,2025-10-02,Hardware,P3,Team B,Resolved,23.06,0,Server-B
TKT-15174,2025-07-02,Software,P4,Team D,Escalated,41.92,1,Server-D
TKT-15175,2025-08-27,Hardware,P2,Team D,Open,6.0,0,Server-A
TKT-15176,2025-10-17,Network,P1,Team C,Resolved,37.54,0,Server-A
TKT-15177,2026-05-23,Security,P2,Team C,Open,3.27,1,Server-E
TKT-15178,2026-03-08,Security,P4,Team D,Open,61.7,0,Server-B
TKT-15179,2025-12-17,Software,P3,Team C,Escalated,2.47,0,Server-E
TKT-15180,2026-05-03,Hardware,P2,Team B,Resolved,42.81,1,Server-D
TKT-15181,2026-03-04,Security,P1,Team D,Open,61.79,0,Server-D
TKT-15182,2025-09-07,Hardware,P3,Team A,Resolved,29.62,0,Server-C
TKT-15183,2025-12-04,Security,P1,Team D,Resolved,32.71,0,Server-E
TKT-15184,2026-02-04,Hardware,P1,Team B,Open,2.17,1,Server-D
TKT-15185,2026-04-17,Network,P3,Team C,Resolved,32.5,0,Server-B
TKT-15186,2025-11-01,Security,P1,Team C,Resolved,6.58,0,Server-B
TKT-15187,2025-12-22,Security,P2,Team C,Open,68.54,0,Server-C
TKT-15188,2026-03-31,Software,P2,Team D,Resolved,62.31,1,Server-B
TKT-15189,2026-04-06,Software,P2,Team B,Escalated,50.65,0,Server-B
TKT-15190,2026-04-10,Hardware,P2,Team A,Open,53.02,0,Server-E
TKT-15191,2026-06-05,Security,P3,Team A,Escalated,31.6,0,Server-B
TKT-15192,2025-08-21,Hardware,P4,Team B,Resolved,58.14,0,Server-E
TKT-15193,2025-10-28,Software,P3,Team D,Resolved,41.37,0,Server-B
TKT-15194,2025-09-17,Hardware,P3,Team B,Escalated,19.28,0,Server-C
TKT-15195,2026-05-09,Network,P1,Team C,Escalated,60.77,0,Server-D
TKT-15196,2025-09-16,Hardware,P4,Team C,Resolved,33.79,1,Server-E
TKT-15197,2026-03-01,Software,P1,Team C,Resolved,49.77,0,Server-E
TKT-15198,2025-06-30,Hardware,P2,Team A,Escalated,66.99,0,Server-C
TKT-15199,2026-03-11,Software,P4,Team D,Escalated,59.78,0,Server-D
TKT-15200,2025-10-25,Security,P1,Team A,Open,40.88,1,Server-D
TKT-15201,2025-08-09,Hardware,P4,Team C,Resolved,27.5,0,Server-E
TKT-15202,2026-01-03,Hardware,P3,Team A,Open,56.65,0,Server-E
TKT-15203,2025-06-30,Security,P1,Team A,Escalated,32.76,1,Server-D
TKT-15204,2025-10-06,Security,P3,Team C,Escalated,58.55,0,Server-D
TKT-15205,2025-07-29,Security,P2,Team B,Resolved,19.26,0,Server-B
TKT-15206,2025-10-28,Security,P3,Team D,Escalated,48.29,0,Server-D
TKT-15207,2025-10-13,Hardware,P3,Team C,Escalated,46.3,0,Server-E
TKT-15208,2025-11-06,Hardware,P2,Team A,Escalated,42.71,0,Server-E
TKT-15209,2025-07-24,Hardware,P3,Team D,Resolved,43.06,0,Server-C
TKT-15210,2026-04-16,Network,P4,Team D,Open,53.84,0,Server-C
TKT-15211,2026-05-01,Network,P4,Team A,Resolved,2.35,1,Server-B
TKT-15212,2025-06-07,Security,P3,Team C,Resolved,37.22,0,Server-C
TKT-15213,2026-02-25,Network,P1,Team A,Open,52.02,1,Server-B
TKT-15214,2025-09-11,Hardware,P2,Team A,Escalated,31.78,0,Server-E
TKT-15215,2026-06-05,Security,P4,Team C,Open,29.66,0,Server-C
TKT-15216,2026-01-30,Security,P4,Team C,Open,12.15,0,Server-C
TKT-15217,2025-07-25,Security,P2,Team B,Escalated,71.3,1,Server-A
TKT-15218,2026-03-08,Security,P3,Team B,Escalated,70.14,0,Server-D
TKT-15219,2025-09-05,Network,P4,Team D,Open,58.41,0,Server-E
TKT-15220,2026-04-08,Software,P2,Team A,Escalated,15.64,1,Server-D
TKT-15221,2026-03-15,Hardware,P3,Team A,Escalated,20.44,0,Server-D
TKT-15222,2026-01-31,Security,P2,Team C,Resolved,44.81,1,Server-B
TKT-15223,2025-07-20,Security,P4,Team B,Open,7.54,0,Server-E
TKT-15224,2025-07-11,Network,P3,Team D,Escalated,23.61,1,Server-B
TKT-15225,2025-08-28,Security,P3,Team C,Resolved,60.82,0,Server-A
TKT-15226,2026-01-13,Hardware,P1,Team A,Resolved,57.16,0,Server-A
TKT-15227,2026-04-14,Network,P1,Team D,Resolved,30.62,0,Server-B
TKT-15228,2025-07-26,Network,P1,Team B,Escalated,70.86,1,Server-D
TKT-15229,2025-08-04,Security,P4,Team A,Resolved,51.92,0,Server-B
TKT-15230,2026-04-27,Hardware,P1,Team C,Resolved,40.8,0,Server-B
TKT-15231,2025-07-21,Security,P4,Team B,Resolved,11.8,1,Server-B
TKT-15232,2025-10-31,Network,P3,Team B,Escalated,27.96,0,Server-E
TKT-15233,2026-02-03,Security,P3,Team A,Escalated,64.88,1,Server-B
TKT-15234,2026-05-19,Network,P4,Team A,Escalated,41.53,0,Server-D
TKT-15235,2026-04-11,Security,P4,Team A,Open,65.71,0,Server-E
TKT-15236,2026-03-01,Software,P3,Team A,Resolved,41.12,0,Server-D
TKT-15237,2026-05-03,Hardware,P2,Team C,Resolved,57.27,0,Server-B
TKT-15238,2026-01-12,Software,P1,Team C,Open,35.62,1,Server-B
TKT-15239,2025-10-24,Software,P4,Team C,Resolved,24.3,1,Server-C
TKT-15240,2025-09-07,Software,P2,Team C,Resolved,60.93,0,Server-D
TKT-15241,2025-07-25,Network,P3,Team D,Open,47.79,1,Server-A
TKT-15242,2026-02-02,Network,P4,Team D,Resolved,57.21,1,Server-D
TKT-15243,2026-01-07,Network,P1,Team C,Resolved,24.88,0,Server-D
TKT-15244,2025-10-15,Hardware,P3,Team A,Resolved,41.48,0,Server-E
TKT-15245,2025-10-24,Software,P3,Team B,Resolved,2.61,0,Server-D
TKT-15246,2026-05-29,Hardware,P4,Team D,Resolved,63.19,0,Server-E
TKT-15247,2026-01-14,Software,P3,Team C,Resolved,29.99,0,Server-A
TKT-15248,2025-09-07,Security,P3,Team B,Open,13.43,0,Server-E
TKT-15249,2026-05-03,Security,P1,Team C,Open,53.18,0,Server-C
TKT-15250,2025-12-15,Software,P4,Team A,Escalated,25.36,0,Server-D
TKT-15251,2025-12-12,Network,P1,Team D,Open,58.14,0,Server-A
TKT-15252,2026-05-22,Network,P1,Team A,Open,22.74,0,Server-D
TKT-15253,2025-07-01,Network,P4,Team A,Open,63.04,1,Server-E
TKT-15254,2025-10-04,Security,P2,Team B,Open,7.92,0,Server-D
TKT-15255,2026-02-08,Security,P2,Team B,Escalated,32.44,1,Server-A
TKT-15256,2026-02-04,Network,P4,Team D,Resolved,29.92,1,Server-D
TKT-15257,2025-09-02,Security,P4,Team A,Escalated,71.06,1,Server-A
TKT-15258,2025-09-25,Security,P1,Team B,Resolved,9.6,0,Server-D
TKT-15259,2026-03-15,Software,P4,Team C,Escalated,23.32,1,Server-A
TKT-15260,2026-05-15,Network,P2,Team B,Escalated,67.09,0,Server-C
TKT-15261,2025-06-30,Security,P4,Team C,Open,50.09,0,Server-A
TKT-15262,2026-05-26,Software,P1,Team B,Escalated,16.73,0,Server-A
TKT-15263,2026-02-19,Hardware,P4,Team D,Open,15.4,0,Server-A
TKT-15264,2025-09-21,Security,P4,Team B,Escalated,70.68,0,Server-D
TKT-15265,2025-11-04,Hardware,P4,Team B,Escalated,35.14,0,Server-C
TKT-15266,2026-04-22,Network,P2,Team B,Resolved,30.66,1,Server-A
TKT-15267,2026-02-18,Hardware,P4,Team A,Open,15.35,1,Server-D
TKT-15268,2025-10-07,Network,P1,Team B,Escalated,13.95,0,Server-A
TKT-15269,2025-07-03,Network,P4,Team B,Open,34.24,0,Server-A
TKT-15270,2026-02-19,Hardware,P2,Team C,Open,2.61,1,Server-B
TKT-15271,2026-04-28,Security,P1,Team A,Resolved,39.81,0,Server-E
TKT-15272,2025-08-18,Security,P2,Team B,Escalated,64.28,0,Server-E
TKT-15273,2026-03-04,Software,P3,Team A,Open,67.78,1,Server-D
TKT-15274,2026-03-30,Security,P4,Team C,Open,46.14,0,Server-B
TKT-15275,2026-03-20,Software,P3,Team B,Escalated,57.83,0,Server-B
TKT-15276,2026-04-13,Hardware,P4,Team D,Escalated,49.24,0,Server-B
TKT-15277,2026-01-20,Security,P4,Team B,Resolved,51.51,0,Server-D
TKT-15278,2025-08-08,Network,P1,Team A,Escalated,52.52,0,Server-A
TKT-15279,2026-05-01,Hardware,P3,Team D,Resolved,49.09,1,Server-D
TKT-15280,2025-06-11,Security,P3,Team C,Escalated,23.8,1,Server-A
TKT-15281,2025-09-25,Hardware,P2,Team C,Escalated,15.3,0,Server-E
TKT-15282,2025-07-24,Hardware,P4,Team C,Resolved,17.37,1,Server-E
TKT-15283,2026-05-18,Security,P1,Team D,Escalated,27.22,0,Server-B
TKT-15284,2026-05-10,Software,P4,Team A,Escalated,68.65,0,Server-D
TKT-15285,2026-03-15,Security,P1,Team D,Escalated,58.81,0,Server-B
TKT-15286,2025-10-07,Network,P3,Team D,Resolved,26.17,0,Server-B
TKT-15287,2026-05-27,Security,P3,Team B,Resolved,53.45,0,Server-B
TKT-15288,2026-01-14,Hardware,P1,Team A,Resolved,11.33,0,Server-B
TKT-15289,2025-08-30,Network,P4,Team C,Open,38.84,0,Server-C
TKT-15290,2025-09-01,Hardware,P2,Team B,Open,41.18,0,Server-E
TKT-15291,2026-02-22,Software,P1,Team A,Resolved,58.97,0,Server-A
TKT-15292,2025-06-18,Security,P3,Team B,Open,21.28,0,Server-E
TKT-15293,2025-08-25,Network,P4,Team C,Resolved,61.07,0,Server-D
TKT-15294,2025-07-20,Hardware,P4,Team D,Resolved,39.26,0,Server-C
TKT-15295,2026-03-07,Hardware,P3,Team A,Open,52.37,1,Server-C
TKT-15296,2026-03-31,Security,P4,Team C,Resolved,39.58,0,Server-B
TKT-15297,2025-09-02,Software,P4,Team B,Resolved,61.9,0,Server-E
TKT-15298,2025-07-09,Security,P4,Team D,Open,71.71,0,Server-D
TKT-15299,2026-04-18,Hardware,P1,Team B,Resolved,71.22,0,Server-A
TKT-15300,2025-10-08,Security,P1,Team A,Escalated,41.95,0,Server-A
TKT-15301,2026-06-05,Security,P3,Team B,Open,33.89,0,Server-E
TKT-15302,2025-12-18,Software,P1,Team D,Open,67.39,0,Server-E
TKT-15303,2026-03-10,Software,P1,Team C,Escalated,14.07,0,Server-A
TKT-15304,2025-12-20,Security,P2,Team A,Open,1.74,0,Server-A
TKT-15305,2025-12-06,Network,P2,Team C,Resolved,38.05,0,Server-B
TKT-15306,2025-11-15,Security,P1,Team C,Open,19.55,1,Server-D
TKT-15307,2026-05-07,Software,P2,Team D,Resolved,6.72,1,Server-E
TKT-15308,2026-04-19,Hardware,P3,Team A,Escalated,24.53,0,Server-B
TKT-15309,2025-09-10,Network,P1,Team C,Open,16.76,1,Server-B
TKT-15310,2025-10-12,Software,P1,Team A,Open,61.14,0,Server-C
TKT-15311,2025-08-15,Security,P3,Team D,Escalated,15.78,1,Server-C
TKT-15312,2025-11-28,Hardware,P1,Team C,Open,18.44,0,Server-C
TKT-15313,2026-01-28,Network,P3,Team C,Open,1.88,1,Server-A
TKT-15314,2025-08-15,Hardware,P2,Team A,Escalated,42.47,1,Server-C
TKT-15315,2025-08-10,Software,P3,Team A,Resolved,6.4,0,Server-E
TKT-15316,2026-04-05,Security,P2,Team A,Resolved,26.66,0,Server-A
TKT-15317,2026-01-07,Network,P2,Team A,Escalated,2.58,0,Server-A
TKT-15318,2026-03-30,Software,P4,Team A,Escalated,52.16,0,Server-A
TKT-15319,2025-06-15,Hardware,P1,Team C,Open,48.45,0,Server-B
TKT-15320,2026-02-02,Hardware,P2,Team A,Open,21.2,0,Server-D
TKT-15321,2026-01-12,Security,P1,Team A,Open,21.08,1,Server-E
TKT-15322,2025-10-07,Software,P2,Team C,Resolved,65.74,0,Server-A
TKT-15323,2026-04-08,Network,P3,Team D,Escalated,28.13,0,Server-B
TKT-15324,2025-08-26,Hardware,P2,Team C,Open,66.99,0,Server-C
TKT-15325,2026-04-14,Software,P3,Team A,Open,58.32,0,Server-B
TKT-15326,2025-11-03,Software,P3,Team C,Open,22.76,0,Server-D
TKT-15327,2025-08-29,Hardware,P4,Team A,Open,61.73,0,Server-E
TKT-15328,2026-02-24,Software,P2,Team C,Open,42.48,0,Server-A
TKT-15329,2025-11-23,Network,P1,Team D,Escalated,5.69,0,Server-D
TKT-15330,2025-07-06,Security,P2,Team D,Escalated,66.99,1,Server-E
TKT-15331,2026-05-01,Hardware,P4,Team B,Open,53.16,1,Server-D
TKT-15332,2026-03-09,Hardware,P3,Team C,Open,1.64,0,Server-E
TKT-15333,2026-02-11,Hardware,P4,Team C,Escalated,28.04,1,Server-A
TKT-15334,2026-03-09,Network,P4,Team C,Resolved,41.17,1,Server-D
TKT-15335,2026-02-12,Hardware,P2,Team B,Escalated,68.16,0,Server-E
TKT-15336,2026-04-18,Security,P1,Team C,Resolved,51.44,0,Server-B
TKT-15337,2025-09-16,Network,P1,Team D,Open,53.3,1,Server-A
TKT-15338,2026-03-19,Network,P2,Team A,Open,31.29,1,Server-E
TKT-15339,2025-10-29,Security,P1,Team A,Escalated,51.96,0,Server-C
TKT-15340,2025-06-16,Software,P1,Team D,Open,14.27,0,Server-E
TKT-15341,2025-11-05,Network,P2,Team A,Escalated,10.98,0,Server-C
TKT-15342,2026-02-14,Network,P1,Team A,Escalated,23.1,0,Server-E
TKT-15343,2025-06-20,Hardware,P4,Team A,Resolved,50.31,0,Server-B
TKT-15344,2026-01-21,Hardware,P4,Team C,Open,48.8,0,Server-D
TKT-15345,2026-03-19,Hardware,P1,Team C,Escalated,51.34,1,Server-C
TKT-15346,2026-05-18,Security,P3,Team B,Escalated,48.69,0,Server-D
TKT-15347,2026-01-25,Security,P1,Team C,Escalated,4.89,0,Server-C
TKT-15348,2025-08-17,Network,P2,Team C,Resolved,70.11,0,Server-B
TKT-15349,2026-04-24,Hardware,P3,Team A,Open,22.4,0,Server-D
TKT-15350,2026-05-22,Hardware,P4,Team A,Escalated,20.99,0,Server-A
TKT-15351,2026-03-31,Software,P4,Team C,Open,32.56,0,Server-D
TKT-15352,2025-06-21,Software,P1,Team C,Escalated,31.08,0,Server-B
TKT-15353,2026-03-16,Hardware,P4,Team D,Escalated,69.07,1,Server-A
TKT-15354,2026-01-15,Security,P4,Team A,Resolved,61.5,0,Server-A
TKT-15355,2026-01-05,Security,P2,Team D,Resolved,14.47,0,Server-E
TKT-15356,2026-02-12,Hardware,P1,Team A,Resolved,16.55,0,Server-E
TKT-15357,2026-04-19,Hardware,P4,Team D,Escalated,59.53,0,Server-D
TKT-15358,2026-03-25,Network,P2,Team B,Resolved,41.27,0,Server-C
TKT-15359,2026-05-12,Hardware,P1,Team C,Open,69.02,1,Server-C
TKT-15360,2026-03-25,Security,P1,Team B,Resolved,38.57,0,Server-B
TKT-15361,2026-01-08,Hardware,P2,Team B,Open,28.1,0,Server-A
TKT-15362,2026-04-01,Software,P1,Team B,Open,69.95,0,Server-D
TKT-15363,2026-05-02,Security,P3,Team A,Open,21.24,0,Server-B
TKT-15364,2026-05-07,Security,P1,Team D,Escalated,14.46,0,Server-E
TKT-15365,2025-11-22,Hardware,P2,Team D,Escalated,15.81,0,Server-E
TKT-15366,2026-01-28,Hardware,P3,Team A,Resolved,62.9,0,Server-A
TKT-15367,2025-06-13,Hardware,P1,Team A,Escalated,52.94,0,Server-D
TKT-15368,2025-12-10,Hardware,P3,Team C,Escalated,55.33,0,Server-C
TKT-15369,2026-02-16,Hardware,P1,Team A,Escalated,25.68,0,Server-E
TKT-15370,2026-02-26,Software,P2,Team C,Escalated,58.98,0,Server-E
TKT-15371,2025-12-14,Software,P1,Team A,Escalated,10.01,0,Server-E
TKT-15372,2026-02-14,Software,P1,Team D,Open,32.06,0,Server-A
TKT-15373,2025-12-08,Network,P1,Team C,Escalated,47.51,0,Server-D
TKT-15374,2026-04-16,Software,P1,Team C,Resolved,63.15,0,Server-D
TKT-15375,2026-02-14,Hardware,P3,Team A,Open,70.73,0,Server-A
TKT-15376,2026-03-02,Network,P2,Team D,Escalated,13.53,0,Server-C
TKT-15377,2025-07-12,Software,P2,Team D,Escalated,17.33,1,Server-B
TKT-15378,2026-04-19,Hardware,P4,Team A,Resolved,33.91,0,Server-A
TKT-15379,2026-02-21,Hardware,P4,Team C,Open,50.16,0,Server-D
TKT-15380,2026-05-01,Hardware,P3,Team D,Escalated,59.88,0,Server-D
TKT-15381,2025-12-20,Network,P3,Team A,Resolved,44.26,0,Server-A
TKT-15382,2025-06-13,Hardware,P2,Team C,Open,32.29,0,Server-A
TKT-15383,2025-08-13,Security,P3,Team B,Escalated,48.49,1,Server-D
TKT-15384,2026-04-26,Network,P1,Team B,Resolved,62.14,0,Server-D
TKT-15385,2026-03-28,Network,P4,Team B,Escalated,29.52,1,Server-A
TKT-15386,2025-08-09,Hardware,P2,Team B,Escalated,63.42,1,Server-D
TKT-15387,2025-08-17,Network,P2,Team C,Open,69.1,1,Server-B
TKT-15388,2026-03-10,Software,P4,Team C,Open,43.59,0,Server-D
TKT-15389,2026-01-15,Network,P4,Team B,Resolved,64.76,1,Server-A
TKT-15390,2026-02-15,Hardware,P2,Team C,Resolved,38.34,1,Server-D
TKT-15391,2025-10-24,Network,P4,Team C,Open,32.86,0,Server-D
TKT-15392,2025-11-29,Software,P2,Team D,Open,59.06,0,Server-B
TKT-15393,2025-11-07,Software,P2,Team B,Open,1.68,0,Server-A
TKT-15394,2025-06-07,Network,P1,Team D,Resolved,22.92,0,Server-A
TKT-15395,2025-10-11,Security,P4,Team C,Escalated,48.28,1,Server-D
TKT-15396,2026-03-17,Hardware,P1,Team D,Escalated,3.83,0,Server-A
TKT-15397,2025-12-31,Network,P1,Team D,Escalated,25.95,0,Server-D
TKT-15398,2025-07-10,Security,P2,Team B,Open,20.4,0,Server-C
TKT-15399,2025-09-27,Network,P4,Team A,Resolved,51.97,0,Server-A
TKT-15400,2025-07-22,Software,P2,Team C,Resolved,61.56,0,Server-A
TKT-15401,2025-11-05,Hardware,P4,Team D,Resolved,56.55,0,Server-D
TKT-15402,2026-02-12,Software,P1,Team A,Escalated,68.12,0,Server-C
TKT-15403,2026-02-15,Network,P4,Team B,Resolved,10.14,0,Server-C
TKT-15404,2025-10-17,Software,P3,Team A,Resolved,65.18,1,Server-B
TKT-15405,2025-11-19,Security,P2,Team A,Escalated,48.4,1,Server-B
TKT-15406,2025-08-16,Network,P4,Team C,Open,64.66,0,Server-E
TKT-15407,2026-05-28,Software,P4,Team B,Open,30.04,1,Server-B
TKT-15408,2025-08-10,Network,P2,Team D,Resolved,15.15,1,Server-D
TKT-15409,2026-03-05,Hardware,P3,Team B,Open,39.77,0,Server-A
TKT-15410,2026-04-29,Security,P1,Team C,Escalated,5.04,0,Server-D
TKT-15411,2025-10-10,Software,P1,Team B,Escalated,34.95,0,Server-B
TKT-15412,2025-09-27,Software,P4,Team C,Open,68.15,0,Server-E
TKT-15413,2026-01-07,Hardware,P2,Team B,Resolved,63.44,1,Server-C
TKT-15414,2025-09-09,Network,P2,Team B,Open,2.26,0,Server-D
TKT-15415,2026-04-07,Network,P1,Team A,Open,29.24,1,Server-C
TKT-15416,2025-09-19,Hardware,P4,Team C,Open,53.28,0,Server-C
TKT-15417,2025-07-04,Software,P1,Team A,Open,6.49,1,Server-E
TKT-15418,2026-05-26,Network,P1,Team A,Open,24.4,0,Server-A
TKT-15419,2026-04-02,Security,P2,Team A,Resolved,29.81,0,Server-D
TKT-15420,2026-04-06,Security,P3,Team C,Open,52.45,0,Server-D
TKT-15421,2025-07-05,Software,P3,Team C,Open,36.67,0,Server-E
TKT-15422,2026-01-31,Hardware,P2,Team A,Resolved,40.2,0,Server-C
TKT-15423,2026-03-28,Hardware,P3,Team A,Open,65.82,1,Server-A
TKT-15424,2026-04-29,Security,P4,Team B,Open,11.99,0,Server-C
TKT-15425,2025-10-25,Network,P3,Team A,Open,12.48,1,Server-C
TKT-15426,2026-03-15,Network,P1,Team B,Resolved,23.04,0,Server-A
TKT-15427,2026-04-17,Software,P4,Team A,Resolved,67.94,0,Server-E
TKT-15428,2026-05-01,Network,P1,Team C,Escalated,52.31,0,Server-D
TKT-15429,2025-12-10,Security,P4,Team C,Escalated,29.08,0,Server-B
TKT-15430,2025-09-18,Network,P2,Team D,Open,13.45,1,Server-D
TKT-15431,2025-07-09,Hardware,P4,Team C,Open,42.37,0,Server-B
TKT-15432,2025-10-16,Hardware,P1,Team D,Open,42.01,1,Server-E
TKT-15433,2026-05-26,Network,P3,Team A,Escalated,39.03,1,Server-D
TKT-15434,2025-07-30,Hardware,P4,Team C,Open,45.96,0,Server-B
TKT-15435,2026-05-16,Network,P2,Team A,Resolved,42.41,0,Server-C
TKT-15436,2025-11-26,Network,P4,Team D,Escalated,45.46,1,Server-C
TKT-15437,2025-08-30,Hardware,P2,Team B,Resolved,1.54,0,Server-C
TKT-15438,2025-12-27,Network,P4,Team D,Escalated,27.55,1,Server-C
TKT-15439,2026-02-05,Security,P4,Team D,Resolved,60.42,0,Server-C
TKT-15440,2025-12-09,Software,P3,Team D,Resolved,52.39,0,Server-C
TKT-15441,2026-02-24,Security,P4,Team B,Open,33.02,1,Server-D
TKT-15442,2026-04-07,Software,P4,Team C,Resolved,36.59,0,Server-C
TKT-15443,2025-06-23,Security,P2,Team A,Escalated,24.71,1,Server-A
TKT-15444,2026-05-20,Network,P2,Team A,Resolved,39.93,0,Server-B
TKT-15445,2026-04-27,Security,P2,Team B,Resolved,65.15,1,Server-C
TKT-15446,2025-08-25,Software,P1,Team B,Escalated,40.38,1,Server-D
TKT-15447,2025-06-13,Security,P4,Team C,Resolved,71.24,1,Server-A
TKT-15448,2025-12-28,Security,P1,Team D,Resolved,43.12,1,Server-D
TKT-15449,2025-12-24,Software,P1,Team D,Open,10.51,0,Server-D
TKT-15450,2025-09-03,Security,P4,Team A,Resolved,46.28,0,Server-E
TKT-15451,2026-01-15,Software,P1,Team B,Escalated,20.81,0,Server-E
TKT-15452,2026-04-24,Security,P2,Team B,Open,69.85,1,Server-E
TKT-15453,2025-12-01,Security,P4,Team A,Escalated,68.42,0,Server-A
TKT-15454,2026-03-11,Security,P3,Team B,Resolved,56.9,0,Server-E
TKT-15455,2026-05-10,Network,P1,Team A,Escalated,31.14,0,Server-E
TKT-15456,2025-07-02,Security,P3,Team D,Resolved,66.82,0,Server-E
TKT-15457,2025-11-29,Hardware,P2,Team B,Resolved,22.46,1,Server-B
TKT-15458,2025-08-18,Security,P1,Team B,Escalated,49.15,1,Server-A
TKT-15459,2026-04-29,Network,P3,Team B,Open,39.35,0,Server-B
TKT-15460,2025-11-23,Network,P2,Team C,Open,18.74,0,Server-B
TKT-15461,2025-08-03,Hardware,P1,Team C,Open,28.25,0,Server-A
TKT-15462,2025-11-09,Network,P1,Team B,Resolved,5.66,0,Server-E
TKT-15463,2026-01-18,Network,P4,Team A,Open,14.96,0,Server-E
TKT-15464,2025-07-31,Network,P2,Team B,Open,28.03,0,Server-A
TKT-15465,2025-10-06,Hardware,P2,Team A,Open,12.13,1,Server-E
TKT-15466,2026-03-14,Network,P1,Team A,Open,12.55,0,Server-B
TKT-15467,2025-06-14,Network,P2,Team D,Escalated,56.95,0,Server-B
TKT-15468,2026-05-28,Security,P2,Team C,Open,49.6,0,Server-E
TKT-15469,2026-02-17,Software,P4,Team A,Resolved,40.7,0,Server-E
TKT-15470,2025-06-25,Network,P4,Team D,Resolved,31.95,0,Server-C
TKT-15471,2025-10-12,Software,P3,Team B,Resolved,55.37,0,Server-D
TKT-15472,2025-09-27,Hardware,P2,Team A,Escalated,30.43,0,Server-A
TKT-15473,2026-01-11,Network,P2,Team A,Resolved,68.24,0,Server-B
TKT-15474,2025-08-21,Network,P3,Team B,Resolved,31.5,0,Server-E
TKT-15475,2025-12-09,Software,P2,Team B,Resolved,53.73,0,Server-B
TKT-15476,2025-09-28,Network,P1,Team C,Open,34.11,0,Server-C
TKT-15477,2026-06-05,Software,P3,Team D,Resolved,27.61,1,Server-C
TKT-15478,2026-03-16,Network,P1,Team C,Resolved,35.9,0,Server-C
TKT-15479,2025-08-06,Hardware,P3,Team D,Resolved,36.58,0,Server-A
TKT-15480,2025-07-12,Software,P3,Team A,Open,18.09,1,Server-B
TKT-15481,2025-07-06,Network,P1,Team C,Open,46.46,0,Server-D
TKT-15482,2025-12-30,Software,P4,Team D,Escalated,19.89,0,Server-D
TKT-15483,2025-08-18,Network,P4,Team B,Escalated,51.92,0,Server-C
TKT-15484,2025-08-27,Software,P2,Team A,Open,6.35,0,Server-E
TKT-15485,2025-06-10,Hardware,P3,Team B,Resolved,6.19,0,Server-D
TKT-15486,2025-11-11,Network,P2,Team B,Escalated,9.71,0,Server-D
TKT-15487,2026-04-03,Hardware,P2,Team D,Escalated,24.22,0,Server-E
