log_id,timestamp,server_id,log_level,uptime_percentage,response_time_ms
LOG-15670,2026-03-30 14:49:19,Server-D,INFO,90.94,66.74
LOG-15671,2025-10-01 19:41:49,Server-E,INFO,93.88,1098.13
LOG-15672,2025-08-27 04:34:33,Server-C,ERROR,91.04,1746.78
LOG-15673,2026-02-13 15:58:22,Server-E,CRITICAL,99.26,1973.64
LOG-15674,2025-12-05 04:01:04,Server-B,ERROR,95.62,921.0
LOG-15675,2026-03-03 17:43:30,Server-E,INFO,94.08,1933.72
LOG-15676,2026-03-23 14:31:54,Server-D,CRITICAL,87.88,1526.78
LOG-15677,2026-03-24 09:21:08,Server-C,CRITICAL,86.81,770.63
LOG-15678,2026-04-15 11:55:56,Server-E,CRITICAL,98.39,716.8
LOG-15679,2025-10-05 05:44:01,Server-B,CRITICAL,96.62,736.45
LOG-15680,2026-04-16 19:09:46,Server-E,WARN,92.72,1520.99
LOG-15681,2025-12-27 15:44:42,Server-C,CRITICAL,93.18,1680.22
LOG-15682,2026-04-27 06:15:50,Server-D,INFO,91.44,961.84
LOG-15683,2026-04-10 09:56:45,Server-E,INFO,89.71,1854.02
LOG-15684,2026-02-05 04:28:45,Server-C,INFO,97.38,1661.32
LOG-15685,2025-08-15 08:37:15,Server-A,WARN,96.21,411.7
LOG-15686,2026-03-15 12:25:33,Server-A,WARN,92.89,1528.49
LOG-15687,2025-06-30 07:02:21,Server-D,INFO,95.76,1279.73
LOG-15688,2025-09-15 19:48:07,Server-E,ERROR,95.52,832.37
LOG-15689,2026-05-23 08:58:37,Server-E,ERROR,92.5,145.72
LOG-15690,2025-12-10 10:20:44,Server-C,ERROR,95.16,1872.28
LOG-15691,2026-05-22 11:02:17,Server-B,INFO,99.34,1970.79
LOG-15692,2026-02-22 07:26:22,Server-A,INFO,98.68,230.01
LOG-15693,2025-08-21 10:53:19,Server-E,CRITICAL,99.09,1622.85
LOG-15694,2026-02-20 15:22:34,Server-A,WARN,85.04,852.96
LOG-15695,2026-01-17 16:34:05,Server-B,WARN,92.51,138.58
LOG-15696,2025-07-06 20:36:50,Server-B,CRITICAL,95.44,340.97
LOG-15697,2025-06-28 07:29:07,Server-B,WARN,93.74,1826.05
LOG-15698,2025-12-15 22:39:36,Server-D,ERROR,98.85,1874.21
LOG-15699,2025-11-29 21:06:42,Server-B,ERROR,97.59,538.51
LOG-15700,2026-04-26 09:52:23,Server-C,CRITICAL,90.44,892.36
LOG-15701,2025-09-18 18:03:06,Server-D,WARN,93.48,1370.66
LOG-15702,2025-06-20 05:07:35,Server-D,ERROR,95.54,763.74
LOG-15703,2026-01-12 22:56:49,Server-D,ERROR,95.36,867.38
LOG-15704,2025-12-07 16:26:31,Server-A,INFO,86.88,894.69
LOG-15705,2025-06-28 01:48:56,Server-D,CRITICAL,92.82,1358.69
LOG-15706,2026-01-01 19:42:13,Server-C,INFO,91.3,594.92
LOG-15707,2026-03-05 21:41:01,Server-B,WARN,90.66,1471.91
LOG-15708,2025-11-16 07:44:37,Server-D,CRITICAL,95.81,647.52
LOG-15709,2025-09-25 05:43:16,Server-B,CRITICAL,86.67,833.29
LOG-15710,2025-06-23 14:06:10,Server-D,INFO,90.85,1185.75
LOG-15711,2026-01-29 23:45:55,Server-B,WARN,95.87,1532.06
LOG-15712,2026-02-22 21:25:29,Server-A,CRITICAL,96.88,1405.68
LOG-15713,2026-04-25 04:19:15,Server-A,ERROR,86.02,1160.35
LOG-15714,2026-04-25 06:09:53,Server-E,CRITICAL,94.01,1521.73
LOG-15715,2025-07-19 14:17:54,Server-E,WARN,94.96,1227.7
LOG-15716,2026-05-28 19:21:21,Server-C,CRITICAL,85.07,522.24
LOG-15717,2025-10-22 06:11:23,Server-B,INFO,97.27,925.47
LOG-15718,2026-01-05 19:41:29,Server-A,INFO,98.91,1758.3
LOG-15719,2026-03-23 20:32:36,Server-A,INFO,91.98,825.79
LOG-15720,2025-12-30 23:16:30,Server-E,INFO,94.96,599.84
LOG-15721,2026-01-31 14:23:11,Server-A,WARN,98.36,84.74
LOG-15722,2025-12-31 12:37:24,Server-E,INFO,95.31,669.75
LOG-15723,2026-01-09 23:25:26,Server-A,WARN,88.07,1274.23
LOG-15724,2025-09-08 00:01:32,Server-E,INFO,99.46,1032.82
LOG-15725,2026-02-09 10:21:59,Server-E,ERROR,86.8,541.39
LOG-15726,2026-02-28 09:35:19,Server-C,INFO,89.84,1530.02
LOG-15727,2026-05-18 05:57:35,Server-D,CRITICAL,88.6,1160.39
LOG-15728,2026-04-06 13:53:17,Server-C,WARN,94.87,382.6
LOG-15729,2025-12-12 22:03:28,Server-C,CRITICAL,93.76,1118.59
LOG-15730,2025-10-31 22:27:53,Server-E,ERROR,85.84,855.77
LOG-15731,2026-04-13 07:38:32,Server-E,INFO,95.53,940.77
LOG-15732,2026-01-23 22:25:13,Server-B,INFO,92.73,1750.59
LOG-15733,2025-12-04 15:50:50,Server-D,WARN,86.96,211.2
LOG-15734,2025-07-30 15:45:51,Server-D,WARN,92.71,1781.09
LOG-15735,2025-08-03 08:35:59,Server-A,ERROR,90.02,1912.09
LOG-15736,2026-05-24 17:54:49,Server-A,ERROR,89.63,447.01
LOG-15737,2025-06-15 04:14:00,Server-D,INFO,92.01,1337.71
LOG-15738,2025-07-31 01:24:43,Server-E,CRITICAL,88.47,75.3
LOG-15739,2025-07-30 10:03:27,Server-A,CRITICAL,88.27,1268.0
LOG-15740,2026-04-10 21:53:30,Server-C,ERROR,94.4,225.75
LOG-15741,2026-03-05 09:01:15,Server-A,ERROR,97.22,614.84
LOG-15742,2026-02-21 22:44:31,Server-B,CRITICAL,93.63,886.76
LOG-15743,2025-12-25 08:51:00,Server-C,WARN,92.52,1862.96
LOG-15744,2026-04-16 17:30:04,Server-E,INFO,94.16,1097.38
LOG-15745,2025-10-04 02:56:33,Server-E,WARN,86.99,1369.49
LOG-15746,2026-05-16 03:00:32,Server-E,ERROR,97.73,652.27
LOG-15747,2025-08-04 00:36:58,Server-A,INFO,89.16,532.1
LOG-15748,2026-04-05 18:19:27,Server-A,CRITICAL,90.75,615.7
LOG-15749,2025-10-15 04:52:23,Server-A,INFO,89.96,1973.37
LOG-15750,2025-09-18 21:34:44,Server-A,WARN,93.81,982.84
LOG-15751,2025-12-11 13:32:23,Server-A,WARN,85.5,768.42
LOG-15752,2025-09-01 04:23:58,Server-A,INFO,89.11,803.92
LOG-15753,2025-12-08 16:45:05,Server-C,INFO,96.45,1243.73
LOG-15754,2025-09-26 23:29:27,Server-B,INFO,89.51,50.33
LOG-15755,2026-05-27 05:22:23,Server-D,WARN,89.62,862.56
LOG-15756,2026-02-26 00:55:29,Server-D,WARN,92.76,1915.01
LOG-15757,2025-12-18 03:18:26,Server-D,INFO,89.99,324.98
LOG-15758,2026-01-28 04:59:35,Server-A,INFO,99.61,860.67
LOG-15759,2026-02-07 04:06:49,Server-C,ERROR,87.22,670.32
LOG-15760,2026-05-03 15:30:20,Server-A,WARN,87.32,798.98
LOG-15761,2025-11-08 04:37:16,Server-A,ERROR,98.16,132.81
LOG-15762,2025-09-14 04:55:33,Server-C,ERROR,91.17,514.23
LOG-15763,2025-07-02 08:23:25,Server-D,ERROR,86.28,400.03
LOG-15764,2026-05-04 19:16:16,Server-D,CRITICAL,87.94,1621.59
LOG-15765,2026-03-29 00:47:28,Server-D,ERROR,99.38,1988.72
LOG-15766,2026-05-27 07:26:24,Server-E,ERROR,94.55,1394.74
LOG-15767,2026-04-22 12:12:41,Server-E,WARN,97.74,1147.42
LOG-15768,2026-03-07 18:00:56,Server-C,INFO,85.39,1769.52
LOG-15769,2025-07-27 07:38:21,Server-D,INFO,93.39,1515.89
LOG-15770,2025-07-03 17:58:02,Server-C,CRITICAL,97.32,683.39
LOG-15771,2025-08-26 21:48:09,Server-E,INFO,97.85,57.42
LOG-15772,2025-07-02 06:35:43,Server-D,WARN,86.29,1372.5
LOG-15773,2025-09-24 16:21:25,Server-B,ERROR,92.21,1513.43
LOG-15774,2026-02-24 23:15:29,Server-A,CRITICAL,99.31,597.39
LOG-15775,2025-08-22 12:33:32,Server-A,INFO,95.65,224.66
LOG-15776,2025-07-25 19:18:23,Server-C,ERROR,98.65,813.65
LOG-15777,2026-05-24 21:35:15,Server-A,INFO,93.78,1770.95
LOG-15778,2025-08-02 10:33:02,Server-A,ERROR,92.82,254.12
LOG-15779,2025-10-04 21:05:45,Server-D,ERROR,96.74,1891.21
LOG-15780,2025-10-01 17:18:49,Server-B,WARN,92.57,810.22
LOG-15781,2025-12-13 07:03:28,Server-C,INFO,86.89,869.91
LOG-15782,2026-02-10 15:54:40,Server-E,CRITICAL,99.53,1367.57
LOG-15783,2026-05-01 15:01:02,Server-C,ERROR,93.94,1027.27
LOG-15784,2025-07-19 00:24:14,Server-C,INFO,88.81,1218.41
LOG-15785,2025-06-16 05:42:51,Server-C,WARN,90.19,1634.73
LOG-15786,2025-06-14 22:33:22,Server-E,WARN,98.93,1187.37
LOG-15787,2025-09-07 20:03:20,Server-D,INFO,94.34,1945.38
LOG-15788,2026-02-26 21:49:59,Server-B,ERROR,87.36,89.55
LOG-15789,2026-01-10 02:33:31,Server-D,CRITICAL,92.5,528.92
LOG-15790,2025-11-25 07:43:26,Server-E,CRITICAL,94.59,1074.84
LOG-15791,2025-11-13 05:44:27,Server-A,ERROR,94.05,1030.0
LOG-15792,2026-04-02 02:09:06,Server-D,CRITICAL,91.98,388.49
LOG-15793,2025-07-28 11:43:35,Server-C,ERROR,96.52,1243.7
LOG-15794,2025-11-03 05:32:08,Server-A,ERROR,90.25,1466.22
LOG-15795,2026-05-11 23:04:28,Server-A,WARN,90.39,831.67
LOG-15796,2025-11-23 14:42:15,Server-D,INFO,86.4,706.27
LOG-15797,2025-10-04 02:58:14,Server-C,ERROR,95.19,1388.64
LOG-15798,2025-06-07 20:45:53,Server-A,WARN,95.67,769.05
LOG-15799,2025-07-03 20:37:05,Server-A,WARN,88.94,1730.69
LOG-15800,2025-10-15 19:26:23,Server-C,ERROR,99.46,1958.4
LOG-15801,2026-01-18 13:32:49,Server-E,CRITICAL,99.88,1568.5
LOG-15802,2025-07-04 14:50:41,Server-A,INFO,92.52,982.11
LOG-15803,2025-09-22 08:35:58,Server-A,CRITICAL,99.59,287.31
LOG-15804,2026-01-05 10:28:23,Server-A,WARN,92.11,788.96
LOG-15805,2025-09-10 02:59:00,Server-D,INFO,92.01,1207.55
LOG-15806,2025-06-20 10:46:26,Server-C,CRITICAL,86.89,1694.57
LOG-15807,2025-10-23 11:13:29,Server-D,ERROR,92.44,223.09
LOG-15808,2025-07-20 14:06:35,Server-E,ERROR,95.96,1866.84
LOG-15809,2026-03-29 10:04:20,Server-C,WARN,94.39,725.34
LOG-15810,2025-10-11 14:19:33,Server-A,CRITICAL,88.33,1375.52
LOG-15811,2026-02-24 03:17:21,Server-C,CRITICAL,89.12,515.81
LOG-15812,2025-07-12 23:54:21,Server-A,CRITICAL,85.3,504.53
LOG-15813,2026-02-07 07:45:37,Server-C,INFO,96.27,1399.65
LOG-15814,2025-07-17 22:02:32,Server-B,CRITICAL,95.9,844.54
LOG-15815,2026-04-05 13:20:15,Server-D,CRITICAL,99.62,1686.06
LOG-15816,2025-06-08 08:52:08,Server-C,INFO,88.87,634.65
LOG-15817,2025-12-19 10:10:34,Server-E,CRITICAL,97.76,1610.19
LOG-15818,2026-01-07 19:17:00,Server-B,ERROR,94.31,1922.46
LOG-15819,2025-07-17 00:59:59,Server-A,WARN,95.53,100.12
LOG-15820,2025-07-07 18:47:02,Server-E,ERROR,94.67,288.11
LOG-15821,2026-01-17 13:21:37,Server-D,INFO,97.84,1474.01
LOG-15822,2025-11-22 20:53:16,Server-B,INFO,96.26,298.1
LOG-15823,2026-04-20 11:52:15,Server-A,ERROR,89.88,1075.77
LOG-15824,2026-02-27 03:17:18,Server-E,INFO,92.51,121.41
LOG-15825,2026-05-04 05:58:02,Server-C,CRITICAL,85.14,1322.59
LOG-15826,2025-06-15 09:50:56,Server-D,INFO,90.73,1774.78
LOG-15827,2025-12-22 01:31:41,Server-C,INFO,92.27,1994.97
LOG-15828,2025-11-05 19:01:44,Server-B,WARN,96.47,1481.5
LOG-15829,2026-02-23 00:08:41,Server-C,CRITICAL,88.6,622.6
LOG-15830,2025-08-17 22:51:44,Server-A,WARN,94.26,1069.22
LOG-15831,2026-01-30 12:04:53,Server-C,INFO,97.39,324.71
LOG-15832,2025-06-28 04:55:32,Server-D,WARN,99.55,1544.5
LOG-15833,2025-09-12 18:47:18,Server-B,CRITICAL,89.62,612.63
LOG-15834,2026-03-07 22:30:29,Server-D,CRITICAL,91.67,65.2
LOG-15835,2025-09-21 20:03:06,Server-A,WARN,85.73,823.82
LOG-15836,2025-07-06 17:50:38,Server-B,INFO,89.64,1948.65
LOG-15837,2025-08-21 08:45:55,Server-C,ERROR,86.17,1894.59
LOG-15838,2026-02-28 14:57:18,Server-D,WARN,90.06,1823.88
LOG-15839,2026-05-16 20:56:12,Server-E,INFO,91.58,402.77
LOG-15840,2025-09-23 04:44:51,Server-A,CRITICAL,93.48,1034.81
LOG-15841,2026-03-17 14:49:48,Server-E,ERROR,87.82,574.93
LOG-15842,2025-07-28 02:39:05,Server-C,ERROR,94.97,1265.49
LOG-15843,2026-05-08 11:33:53,Server-C,WARN,99.49,618.68
LOG-15844,2026-06-01 20:46:41,Server-D,ERROR,86.97,1534.2
LOG-15845,2026-02-06 23:22:06,Server-C,WARN,88.68,449.52
LOG-15846,2025-08-22 02:27:42,Server-E,CRITICAL,98.71,1699.46
LOG-15847,2026-03-08 04:35:46,Server-B,CRITICAL,86.82,1833.32
LOG-15848,2026-03-15 10:12:23,Server-A,CRITICAL,94.93,1708.47
LOG-15849,2026-02-25 14:51:04,Server-B,INFO,96.67,1811.62
LOG-15850,2025-06-23 13:12:21,Server-E,ERROR,93.8,1911.78
LOG-15851,2025-06-17 22:10:58,Server-C,ERROR,98.51,781.6
LOG-15852,2025-11-03 04:14:01,Server-D,CRITICAL,99.59,1671.47
LOG-15853,2026-04-17 01:35:53,Server-C,ERROR,92.62,593.82
LOG-15854,2026-05-31 16:36:03,Server-B,CRITICAL,91.31,564.43
LOG-15855,2026-02-02 20:43:25,Server-A,INFO,99.35,1195.37
LOG-15856,2026-02-12 23:02:28,Server-B,ERROR,92.27,636.76
LOG-15857,2025-11-27 23:05:53,Server-E,WARN,86.37,1105.4
LOG-15858,2025-10-11 19:25:31,Server-B,WARN,98.87,1567.94
LOG-15859,2025-06-16 04:55:44,Server-C,ERROR,91.51,1665.86
LOG-15860,2025-11-08 02:30:33,Server-D,WARN,94.18,447.93
LOG-15861,2026-05-13 04:21:29,Server-E,WARN,85.73,317.98
LOG-15862,2025-06-26 23:21:18,Server-B,ERROR,97.05,1113.98
LOG-15863,2025-07-26 17:52:57,Server-E,ERROR,98.15,1688.08
LOG-15864,2026-01-02 18:50:01,Server-C,INFO,95.88,902.64
LOG-15865,2026-04-14 20:01:40,Server-E,INFO,97.94,1798.24
LOG-15866,2026-03-07 10:56:59,Server-E,WARN,85.33,235.43
LOG-15867,2026-05-14 18:28:19,Server-C,WARN,98.6,1090.22
LOG-15868,2025-08-29 20:13:09,Server-A,CRITICAL,91.02,393.85
LOG-15869,2025-12-15 19:38:26,Server-A,INFO,91.22,1907.65
LOG-15870,2026-02-16 09:31:44,Server-E,INFO,86.48,223.45
LOG-15871,2025-09-03 15:31:21,Server-A,WARN,97.04,1057.45
LOG-15872,2026-05-19 02:44:07,Server-C,INFO,85.66,667.29
LOG-15873,2025-10-07 04:16:23,Server-A,CRITICAL,85.8,1410.93
LOG-15874,2025-12-13 23:04:57,Server-A,CRITICAL,98.62,876.7
LOG-15875,2025-11-13 10:48:19,Server-D,INFO,93.8,1880.15
LOG-15876,2026-05-17 16:52:01,Server-D,INFO,92.6,1174.39
LOG-15877,2026-04-02 07:31:44,Server-E,WARN,93.56,1431.81
LOG-15878,2026-05-20 01:45:38,Server-B,INFO,87.84,782.23
LOG-15879,2025-06-08 02:01:30,Server-C,INFO,93.83,551.1
LOG-15880,2026-05-22 14:07:08,Server-D,WARN,88.19,887.02
LOG-15881,2026-04-04 10:32:30,Server-D,INFO,95.07,850.63
LOG-15882,2025-10-25 23:16:27,Server-A,CRITICAL,85.16,82.5
LOG-15883,2025-12-10 06:17:40,Server-E,INFO,93.66,525.68
LOG-15884,2026-03-24 15:23:03,Server-D,ERROR,85.12,1866.5
LOG-15885,2025-08-08 01:07:49,Server-E,WARN,94.68,729.01
LOG-15886,2025-10-21 04:13:02,Server-B,CRITICAL,85.36,341.14
LOG-15887,2026-04-02 19:07:26,Server-C,WARN,87.44,1430.99
LOG-15888,2025-09-18 02:07:30,Server-C,WARN,88.36,396.46
LOG-15889,2025-10-28 13:59:08,Server-E,INFO,93.3,705.12
LOG-15890,2025-06-13 19:35:51,Server-B,WARN,92.11,521.73
LOG-15891,2026-01-04 08:37:05,Server-B,INFO,92.31,422.99
LOG-15892,2025-09-10 00:40:00,Server-D,WARN,95.01,564.09
LOG-15893,2025-09-25 03:20:21,Server-D,ERROR,96.91,1855.76
LOG-15894,2026-02-24 07:26:00,Server-C,ERROR,91.44,628.23
LOG-15895,2025-08-22 07:07:31,Server-D,CRITICAL,98.57,328.61
LOG-15896,2025-08-06 19:10:38,Server-C,ERROR,86.7,258.8
LOG-15897,2026-02-06 03:44:05,Server-D,ERROR,91.48,287.64
LOG-15898,2025-12-06 17:55:55,Server-A,INFO,87.34,132.28
LOG-15899,2025-09-06 17:07:49,Server-D,CRITICAL,97.23,567.32
LOG-15900,2025-08-03 12:18:30,Server-D,WARN,91.76,494.09
LOG-15901,2026-02-16 19:15:02,Server-B,ERROR,92.98,416.73
LOG-15902,2026-03-05 05:40:28,Server-D,ERROR,94.81,1174.48
LOG-15903,2025-08-18 17:34:06,Server-A,WARN,86.5,1551.7
LOG-15904,2026-06-06 13:38:19,Server-A,CRITICAL,91.0,1200.93
LOG-15905,2025-10-29 17:32:03,Server-E,ERROR,98.56,745.37
LOG-15906,2026-04-27 14:25:35,Server-D,INFO,86.89,1878.46
LOG-15907,2026-04-23 14:04:46,Server-A,ERROR,92.0,751.14
LOG-15908,2025-12-09 01:35:16,Server-C,INFO,91.08,897.2
LOG-15909,2025-11-02 02:14:13,Server-B,INFO,89.61,496.89
LOG-15910,2026-03-18 15:24:07,Server-A,WARN,92.11,1746.82
LOG-15911,2026-01-24 09:51:00,Server-D,INFO,92.2,101.93
LOG-15912,2025-11-28 14:25:12,Server-D,INFO,99.31,691.89
LOG-15913,2025-07-24 02:58:23,Server-D,CRITICAL,86.74,635.3
LOG-15914,2026-03-22 17:32:10,Server-E,ERROR,94.08,737.56
LOG-15915,2025-07-23 04:43:27,Server-D,WARN,87.98,1853.24
LOG-15916,2026-02-03 08:25:47,Server-B,CRITICAL,99.78,541.51
LOG-15917,2025-12-09 15:10:51,Server-C,INFO,86.55,354.64
LOG-15918,2025-12-26 06:54:42,Server-B,WARN,97.88,521.26
LOG-15919,2026-04-06 16:32:06,Server-C,INFO,91.87,625.37
LOG-15920,2025-11-15 05:58:57,Server-E,WARN,93.33,567.91
LOG-15921,2026-04-12 01:15:48,Server-D,CRITICAL,85.18,1875.22
LOG-15922,2026-01-10 20:01:34,Server-D,WARN,94.26,105.18
LOG-15923,2025-10-14 00:39:04,Server-C,ERROR,94.88,1143.66
LOG-15924,2026-03-29 06:17:20,Server-D,CRITICAL,88.09,542.86
LOG-15925,2026-01-10 05:46:32,Server-D,ERROR,94.74,1698.25
LOG-15926,2026-04-07 11:41:24,Server-A,WARN,87.98,1774.57
LOG-15927,2025-08-02 15:16:12,Server-E,ERROR,94.85,409.22
LOG-15928,2025-09-16 09:16:57,Server-E,CRITICAL,93.14,411.59
LOG-15929,2026-05-19 19:50:06,Server-A,INFO,87.44,551.66
LOG-15930,2026-05-04 23:44:43,Server-A,INFO,94.89,693.84
LOG-15931,2026-01-11 16:30:11,Server-A,INFO,91.66,886.89
LOG-15932,2026-01-03 11:42:44,Server-E,ERROR,92.48,187.37
LOG-15933,2025-10-24 20:49:44,Server-D,INFO,91.76,1846.4
LOG-15934,2025-09-14 13:46:48,Server-B,INFO,85.99,1998.23
LOG-15935,2025-08-30 14:25:24,Server-E,INFO,86.11,1094.92
LOG-15936,2026-04-01 07:08:03,Server-C,ERROR,85.9,1182.91
LOG-15937,2025-08-31 01:32:53,Server-C,WARN,95.1,909.74
LOG-15938,2025-06-20 12:40:00,Server-B,WARN,85.04,125.18
LOG-15939,2025-11-10 15:10:30,Server-C,CRITICAL,89.99,858.28
LOG-15940,2026-03-27 17:55:48,Server-E,CRITICAL,90.26,1860.0
LOG-15941,2025-07-24 08:59:48,Server-C,ERROR,96.71,1153.46
LOG-15942,2026-05-23 21:44:18,Server-E,WARN,89.39,1496.14
LOG-15943,2026-03-04 01:57:14,Server-D,WARN,92.72,1930.13
LOG-15944,2026-01-01 04:29:36,Server-A,WARN,96.23,316.51
LOG-15945,2026-02-10 06:08:05,Server-C,CRITICAL,90.97,899.93
LOG-15946,2026-04-08 10:34:55,Server-D,INFO,87.35,1224.59
LOG-15947,2025-12-02 10:30:19,Server-D,WARN,86.48,1168.62
LOG-15948,2025-08-01 11:40:42,Server-E,CRITICAL,93.49,780.75
LOG-15949,2026-01-01 06:56:12,Server-C,CRITICAL,89.41,668.5
LOG-15950,2025-11-24 01:51:54,Server-B,ERROR,89.82,1663.9
LOG-15951,2025-06-18 18:18:45,Server-D,WARN,94.12,1889.18
LOG-15952,2025-12-21 01:59:32,Server-B,WARN,95.86,613.33
LOG-15953,2026-03-13 07:53:21,Server-A,INFO,90.45,1708.06
LOG-15954,2025-12-02 04:15:17,Server-E,INFO,98.75,1508.4
LOG-15955,2026-01-29 09:38:23,Server-D,INFO,91.4,130.04
LOG-15956,2026-02-25 00:54:46,Server-D,INFO,88.55,1932.61
LOG-15957,2026-02-22 21:00:14,Server-A,ERROR,94.31,491.14
LOG-15958,2025-07-25 03:08:43,Server-C,INFO,95.92,1852.21
LOG-15959,2025-07-28 11:31:31,Server-D,WARN,90.34,454.53
LOG-15960,2025-11-13 22:09:52,Server-A,ERROR,95.24,610.04
LOG-15961,2026-04-16 08:46:47,Server-B,ERROR,96.87,1749.9
LOG-15962,2025-12-11 08:37:58,Server-B,CRITICAL,97.72,400.73
LOG-15963,2025-09-02 04:31:10,Server-A,INFO,89.75,715.66
LOG-15964,2026-02-22 05:50:17,Server-B,WARN,95.22,1423.2
LOG-15965,2026-06-04 12:28:10,Server-B,INFO,87.32,1455.35
LOG-15966,2026-03-12 04:43:43,Server-C,WARN,94.57,802.53
LOG-15967,2026-04-29 12:05:12,Server-C,INFO,91.22,247.2
LOG-15968,2025-07-20 06:25:30,Server-B,INFO,87.2,1689.29
LOG-15969,2025-10-26 03:18:07,Server-E,WARN,90.49,973.79
LOG-15970,2025-11-17 07:44:21,Server-E,WARN,89.67,1323.65
LOG-15971,2025-08-18 11:48:00,Server-E,INFO,92.99,181.16
LOG-15972,2025-10-20 11:55:13,Server-A,INFO,86.66,1979.19
LOG-15973,2026-03-08 22:05:35,Server-B,CRITICAL,88.94,1918.92
LOG-15974,2026-05-22 18:41:28,Server-E,CRITICAL,85.45,427.37
LOG-15975,2025-09-26 15:53:48,Server-E,ERROR,90.63,699.04
LOG-15976,2026-06-03 18:07:29,Server-A,CRITICAL,99.2,867.65
LOG-15977,2026-02-19 16:24:20,Server-E,ERROR,91.99,337.23
LOG-15978,2025-10-07 17:42:39,Server-A,INFO,86.54,67.79
LOG-15979,2025-06-08 15:46:20,Server-B,INFO,99.18,868.33
LOG-15980,2026-03-23 12:19:00,Server-B,ERROR,89.94,611.89
LOG-15981,2025-06-25 00:36:30,Server-B,INFO,92.11,1677.04
LOG-15982,2025-09-21 12:01:05,Server-B,WARN,92.94,1945.03
LOG-15983,2025-10-12 03:58:04,Server-A,INFO,89.17,1038.51
LOG-15984,2026-02-23 06:02:25,Server-A,ERROR,88.59,834.26
LOG-15985,2025-09-18 06:55:04,Server-C,ERROR,96.4,129.86
LOG-15986,2026-05-03 07:58:11,Server-C,INFO,94.35,1969.55
LOG-15987,2025-10-15 14:00:11,Server-A,ERROR,85.73,1022.69
LOG-15988,2026-01-07 23:36:35,Server-C,CRITICAL,93.84,1481.98
LOG-15989,2026-01-15 09:43:09,Server-B,INFO,92.84,927.26
LOG-15990,2026-03-19 04:21:16,Server-D,WARN,93.76,1323.2
LOG-15991,2026-04-24 17:05:07,Server-C,WARN,91.48,1082.19
LOG-15992,2026-04-06 15:16:01,Server-C,INFO,92.71,676.24
LOG-15993,2026-01-02 03:21:42,Server-E,ERROR,93.64,794.38
LOG-15994,2025-06-24 17:47:45,Server-A,INFO,92.52,1132.46
LOG-15995,2025-11-03 15:22:25,Server-A,INFO,87.65,1407.61
LOG-15996,2026-04-06 23:11:23,Server-C,ERROR,99.76,1395.01
LOG-15997,2025-07-02 20:06:05,Server-C,ERROR,85.22,369.17
LOG-15998,2025-10-07 13:37:58,Server-A,ERROR,99.04,947.85
LOG-15999,2025-12-21 03:57:15,Server-D,INFO,91.18,1026.47
LOG-16000,2026-04-15 10:39:02,Server-E,INFO,98.07,1278.93
LOG-16001,2026-04-19 19:19:33,Server-C,INFO,95.88,1922.22
LOG-16002,2026-05-01 04:42:56,Server-E,CRITICAL,90.36,789.06
LOG-16003,2026-01-30 18:51:18,Server-E,CRITICAL,85.89,321.68
LOG-16004,2025-11-04 13:42:52,Server-D,ERROR,88.2,167.56
LOG-16005,2025-08-24 13:06:18,Server-A,ERROR,96.17,1437.21
LOG-16006,2025-09-01 19:07:18,Server-E,ERROR,86.93,748.63
LOG-16007,2025-10-14 11:08:15,Server-D,CRITICAL,95.72,1944.11
LOG-16008,2025-12-10 11:49:30,Server-B,CRITICAL,98.03,517.57
LOG-16009,2026-06-05 10:17:07,Server-C,ERROR,94.86,398.23
LOG-16010,2026-01-21 08:59:06,Server-D,INFO,99.24,479.7
LOG-16011,2026-05-03 02:24:17,Server-E,CRITICAL,85.17,1166.22
LOG-16012,2025-09-07 15:07:44,Server-B,INFO,98.95,708.76
LOG-16013,2026-06-06 03:08:34,Server-C,INFO,87.1,652.4
LOG-16014,2026-03-24 14:54:43,Server-E,WARN,91.05,1912.25
LOG-16015,2026-05-13 08:14:15,Server-E,ERROR,97.81,900.02
LOG-16016,2026-01-16 21:27:02,Server-A,ERROR,90.68,937.79
LOG-16017,2025-07-02 07:56:02,Server-A,CRITICAL,97.64,585.56
LOG-16018,2025-08-11 09:53:46,Server-E,INFO,98.2,123.91
LOG-16019,2026-01-17 03:33:01,Server-C,WARN,90.41,1317.62
LOG-16020,2025-07-31 19:05:56,Server-D,ERROR,99.16,513.16
LOG-16021,2025-08-28 14:23:48,Server-D,WARN,89.0,100.63
LOG-16022,2025-11-14 08:16:34,Server-A,WARN,96.63,1452.72
LOG-16023,2025-08-03 18:15:48,Server-D,WARN,98.9,306.42
LOG-16024,2025-12-26 02:07:41,Server-D,CRITICAL,91.02,813.24
LOG-16025,2025-08-30 19:01:28,Server-D,ERROR,86.06,117.64
LOG-16026,2025-07-10 07:21:09,Server-E,ERROR,89.07,391.23
LOG-16027,2025-10-02 23:08:31,Server-E,CRITICAL,88.26,1895.19
LOG-16028,2025-10-06 14:40:09,Server-A,INFO,98.28,1666.22
LOG-16029,2025-10-27 00:55:12,Server-E,CRITICAL,89.22,1844.51
LOG-16030,2026-06-06 12:43:31,Server-B,WARN,90.02,655.14
LOG-16031,2026-05-01 18:04:08,Server-C,WARN,96.54,923.27
LOG-16032,2025-07-07 04:08:34,Server-D,WARN,97.15,1663.15
LOG-16033,2025-07-21 20:58:30,Server-B,INFO,99.97,1561.47
